                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8505,                 2.8332,                 1.6847,                0.00387,                0.72843,                0.13586,                0.05203,                    nan,                    nan,                    nan,             0.00065432,             0.00065432,             0.00065432
